IMAGE,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0000019_downsampled.jpg,6.869045137136709e-7,0.9999990463256836,8.248160184368136e-13,3.2571639829725996e-11,8.57082760319372e-9,1.2977118294885126e-12,6.057489621014156e-9
ISIC_0000021_downsampled.jpg,0.9995899796485901,0.0003976274165324867,6.060806523322526e-9,1.392270920774763e-8,0.000012084482477803249,4.678047105244332e-8,8.652972560696526e-9
ISIC_0000022_downsampled.jpg,0.009929236024618149,0.9900316596031189,1.2236045066060797e-8,2.6949212639237885e-8,0.00003846675463137217,3.263524206431612e-8,4.881559334535268e-7
ISIC_0000023_downsampled.jpg,0.0268752109259367,0.9712285995483398,0.000007475833626813255,0.0000177199617610313,0.0018059172434732318,0.000007977603672770783,0.000056849421525839716
ISIC_0000024_downsampled.jpg,0.9486944079399109,0.051304031163454056,1.2487325617982492e-9,1.6993947915544538e-10,0.0000013157077773939818,6.3776859349218284e-9,3.836422568515019e-10
ISIC_0000025_downsampled.jpg,0.0032490380108356476,0.9966102242469788,0.000018746341083897278,0.000013145094271749258,0.00005182535824133083,0.0000071056051638151985,0.000049613849114393815
ISIC_0000026_downsampled.jpg,0.005718904081732035,0.9942317008972168,8.709655929806104e-8,1.1853832404540299e-7,0.00004873805301031098,1.0269962302800195e-7,7.409097975141776e-7
ISIC_0000027_downsampled.jpg,7.317376002902165e-7,1,1.3190770395724808e-14,2.9989891321170747e-13,1.8869733553472656e-10,2.7406600751865573e-13,3.150198157886308e-10
ISIC_0000028_downsampled.jpg,0.00017379522614646703,0.9998264312744141,9.937673080273601e-12,5.885667647698156e-11,3.4387994674034417e-8,3.3472769694897764e-11,1.9707480092279184e-8
ISIC_0000029_downsampled.jpg,7.70793484594634e-10,1,8.533824683543186e-18,5.926363424253647e-16,7.190167515200296e-13,3.5364164869626424e-17,7.012768404174308e-12
ISIC_0000031_downsampled.jpg,0.006036263424903154,0.9939643740653992,1.7511686576729675e-23,5.1821653686096764e-20,1.0783779607052941e-16,4.961354350850047e-19,5.4873265938803884e-17
ISIC_0000032_downsampled.jpg,0.19146980345249176,0.8082745671272278,2.0177752801942006e-8,2.5261936542619878e-8,0.0002551176876295358,1.6352548470877082e-7,3.835965500798011e-8
ISIC_0000034_downsampled.jpg,0.0014115788508206606,0.9985848069190979,1.7833239329689832e-9,3.0265316919297902e-9,0.000002847571749953204,1.7047815381587839e-9,8.882399811227515e-7
ISIC_0000035_downsampled.jpg,5.843651251780102e-8,1,1.1892657040432045e-15,7.860209946569836e-15,1.9296042541583347e-10,1.9939638387146165e-15,6.150317061193178e-11
ISIC_0000036_downsampled.jpg,0.0000040368499867327046,0.9999523162841797,3.3602257087927967e-10,4.803955011567496e-10,1.5641464301552332e-7,5.285550330746958e-10,0.000043910265958402306
ISIC_0000037_downsampled.jpg,4.389858361264487e-7,1,3.6206050635888276e-13,1.9080386142594774e-12,2.1681774153847755e-9,2.7482817454085873e-13,1.4838409612139003e-8
ISIC_0000038_downsampled.jpg,1.6565057103790082e-9,1,4.741169211546088e-19,2.190046078132387e-18,3.363803647519342e-14,5.633629367078152e-19,3.9863517218088895e-13
ISIC_0000039_downsampled.jpg,0.000026494402845855802,0.9999713897705078,1.1056491278083058e-9,2.300501567020774e-9,0.0000013507859648598242,9.442482351573744e-10,0.0000012085858998034382
ISIC_0000040_downsampled.jpg,0.00818184856325388,0.9829930067062378,0.00005431059253169224,0.00005086951932753436,0.00807051733136177,0.000028114283850300126,0.0006215618923306465
